date_from,date_to,location,product,cap_price_kes,month_from
2025-07-15,2025-08-14,Barwessa,Diesel (AGO),173.3,2025-07-01
2025-08-15,2025-09-14,Barwessa,Diesel (AGO),173.3,2025-08-01
2025-09-15,2025-10-14,Barwessa,Diesel (AGO),173.2,2025-09-01
2025-10-15,2025-11-14,Barwessa,Diesel (AGO),173.2,2025-10-01
2025-11-15,2025-12-14,Barwessa,Diesel (AGO),173.2,2025-11-01
2025-12-15,2026-01-14,Barwessa,Diesel (AGO),173.2,2025-12-01
2026-01-15,2026-02-14,Barwessa,Diesel (AGO),172.2,2026-01-01
2026-01-15,2026-02-14,Barwessa,Diesel (AGO),172.2,2026-01-01
2026-01-15,2026-02-14,Barwessa,Diesel (AGO),172.2,2026-01-01
2024-11-15,2024-12-14,Barwessa,Kerosene (IK),152.99,2024-11-01
2024-12-15,2025-01-14,Barwessa,Kerosene (IK),149.99,2024-12-01
2025-01-15,2025-02-14,Barwessa,Kerosene (IK),152.99,2025-01-01
2025-02-15,2025-03-14,Barwessa,Kerosene (IK),152.99,2025-02-01
2025-03-15,2025-04-14,Barwessa,Kerosene (IK),152.99,2025-03-01
2025-04-15,2025-05-14,Barwessa,Kerosene (IK),150.59,2025-04-01
2025-05-15,2025-06-14,Barwessa,Kerosene (IK),150.59,2025-05-01
2025-06-15,2025-07-14,Barwessa,Kerosene (IK),148.64,2025-06-01
2025-07-15,2025-08-14,Barwessa,Kerosene (IK),158.35,2025-07-01
2025-08-15,2025-09-14,Barwessa,Kerosene (IK),157.35,2025-08-01
2025-09-15,2025-10-14,Barwessa,Kerosene (IK),156.55,2025-09-01
2025-10-15,2025-11-14,Barwessa,Kerosene (IK),156.55,2025-10-01
2025-11-15,2025-12-14,Barwessa,Kerosene (IK),156.55,2025-11-01
2025-12-15,2026-01-14,Barwessa,Kerosene (IK),156.55,2025-12-01
2026-01-15,2026-02-14,Barwessa,Kerosene (IK),155.55,2026-01-01
2026-01-15,2026-02-14,Barwessa,Kerosene (IK),155.55,2026-01-01
2026-01-15,2026-02-14,Barwessa,Kerosene (IK),155.55,2026-01-01
2024-11-15,2024-12-14,Barwessa,Super (PMS),181.85,2024-11-01
2024-12-15,2025-01-14,Barwessa,Super (PMS),177.5,2024-12-01
2025-01-15,2025-02-14,Barwessa,Super (PMS),177.79,2025-01-01
2025-02-15,2025-03-14,Barwessa,Super (PMS),177.79,2025-02-01
2025-03-15,2025-04-14,Barwessa,Super (PMS),177.79,2025-03-01
2025-04-15,2025-05-14,Barwessa,Super (PMS),175.84,2025-04-01
2025-05-15,2025-06-14,Barwessa,Super (PMS),175.84,2025-05-01
2025-06-15,2025-07-14,Barwessa,Super (PMS),178.63,2025-06-01
2025-07-15,2025-08-14,Barwessa,Super (PMS),187.67,2025-07-01
2025-08-15,2025-09-14,Barwessa,Super (PMS),186.68,2025-08-01
2025-09-15,2025-10-14,Barwessa,Super (PMS),185.89,2025-09-01
2025-10-15,2025-11-14,Barwessa,Super (PMS),185.89,2025-10-01
2025-11-15,2025-12-14,Barwessa,Super (PMS),185.89,2025-11-01
2025-12-15,2026-01-14,Barwessa,Super (PMS),185.89,2025-12-01
2026-01-15,2026-02-14,Barwessa,Super (PMS),183.89,2026-01-01
2026-01-15,2026-02-14,Barwessa,Super (PMS),183.89,2026-01-01
2026-01-15,2026-02-14,Barwessa,Super (PMS),183.89,2026-01-01
2024-11-15,2024-12-14,Bomet,Diesel (AGO),169.64,2024-11-01
2024-12-15,2025-01-14,Bomet,Diesel (AGO),166.64,2024-12-01
2025-01-15,2025-02-14,Bomet,Diesel (AGO),168.64,2025-01-01
2025-02-15,2025-03-14,Bomet,Diesel (AGO),168.64,2025-02-01
2025-03-15,2025-04-14,Bomet,Diesel (AGO),168.64,2025-03-01
2025-04-15,2025-05-14,Bomet,Diesel (AGO),166.44,2025-04-01
2025-05-15,2025-06-14,Bomet,Diesel (AGO),166.44,2025-05-01
2025-06-15,2025-07-14,Bomet,Diesel (AGO),164.6,2025-06-01
2025-07-15,2025-08-14,Bomet,Diesel (AGO),173.35,2025-07-01
2025-08-15,2025-09-14,Bomet,Diesel (AGO),173.35,2025-08-01
2025-09-15,2025-10-14,Bomet,Diesel (AGO),173.24,2025-09-01
2025-10-15,2025-11-14,Bomet,Diesel (AGO),173.24,2025-10-01
2025-11-15,2025-12-14,Bomet,Diesel (AGO),173.24,2025-11-01
2025-12-15,2026-01-14,Bomet,Diesel (AGO),173.24,2025-12-01
2026-01-15,2026-02-14,Bomet,Diesel (AGO),172.24,2026-01-01
2026-01-15,2026-02-14,Bomet,Diesel (AGO),172.24,2026-01-01
2026-01-15,2026-02-14,Bomet,Diesel (AGO),172.24,2026-01-01
2024-11-15,2024-12-14,Bomet,Kerosene (IK),153.02,2024-11-01
2024-12-15,2025-01-14,Bomet,Kerosene (IK),150.02,2024-12-01
2025-01-15,2025-02-14,Bomet,Kerosene (IK),153.02,2025-01-01
2025-02-15,2025-03-14,Bomet,Kerosene (IK),153.02,2025-02-01
2025-03-15,2025-04-14,Bomet,Kerosene (IK),153.02,2025-03-01
2025-04-15,2025-05-14,Bomet,Kerosene (IK),150.62,2025-04-01
2025-05-15,2025-06-14,Bomet,Kerosene (IK),150.62,2025-05-01
2025-06-15,2025-07-14,Bomet,Kerosene (IK),148.67,2025-06-01
2025-07-15,2025-08-14,Bomet,Kerosene (IK),158.39,2025-07-01
2025-08-15,2025-09-14,Bomet,Kerosene (IK),157.39,2025-08-01
2025-09-15,2025-10-14,Bomet,Kerosene (IK),156.59,2025-09-01
2025-10-15,2025-11-14,Bomet,Kerosene (IK),156.59,2025-10-01
2025-11-15,2025-12-14,Bomet,Kerosene (IK),156.59,2025-11-01
2025-12-15,2026-01-14,Bomet,Kerosene (IK),156.59,2025-12-01
2026-01-15,2026-02-14,Bomet,Kerosene (IK),155.59,2026-01-01
2026-01-15,2026-02-14,Bomet,Kerosene (IK),155.59,2026-01-01
2026-01-15,2026-02-14,Bomet,Kerosene (IK),155.59,2026-01-01
2024-11-15,2024-12-14,Bomet,Super (PMS),181.88,2024-11-01
2024-12-15,2025-01-14,Bomet,Super (PMS),177.53,2024-12-01
2025-01-15,2025-02-14,Bomet,Super (PMS),177.82,2025-01-01
2025-02-15,2025-03-14,Bomet,Super (PMS),177.82,2025-02-01
2025-03-15,2025-04-14,Bomet,Super (PMS),177.82,2025-03-01
2025-04-15,2025-05-14,Bomet,Super (PMS),175.87,2025-04-01
2025-05-15,2025-06-14,Bomet,Super (PMS),175.87,2025-05-01
2025-06-15,2025-07-14,Bomet,Super (PMS),178.66,2025-06-01
2025-07-15,2025-08-14,Bomet,Super (PMS),187.71,2025-07-01
2025-08-15,2025-09-14,Bomet,Super (PMS),186.72,2025-08-01
2025-09-15,2025-10-14,Bomet,Super (PMS),185.94,2025-09-01
2025-10-15,2025-11-14,Bomet,Super (PMS),185.94,2025-10-01
2025-11-15,2025-12-14,Bomet,Super (PMS),185.94,2025-11-01
2025-12-15,2026-01-14,Bomet,Super (PMS),185.94,2025-12-01
2026-01-15,2026-02-14,Bomet,Super (PMS),183.94,2026-01-01
2026-01-15,2026-02-14,Bomet,Super (PMS),183.94,2026-01-01
2026-01-15,2026-02-14,Bomet,Super (PMS),183.94,2026-01-01
2024-11-15,2024-12-14,Bondo,Diesel (AGO),168.68,2024-11-01
2024-12-15,2025-01-14,Bondo,Diesel (AGO),165.68,2024-12-01
2025-01-15,2025-02-14,Bondo,Diesel (AGO),167.68,2025-01-01
2025-02-15,2025-03-14,Bondo,Diesel (AGO),167.68,2025-02-01
2025-03-15,2025-04-14,Bondo,Diesel (AGO),167.68,2025-03-01
2025-04-15,2025-05-14,Bondo,Diesel (AGO),165.48,2025-04-01
2025-05-15,2025-06-14,Bondo,Diesel (AGO),165.48,2025-05-01
2025-06-15,2025-07-14,Bondo,Diesel (AGO),163.34,2025-06-01
2025-07-15,2025-08-14,Bondo,Diesel (AGO),171.78,2025-07-01
2025-08-15,2025-09-14,Bondo,Diesel (AGO),171.78,2025-08-01
2025-09-15,2025-10-14,Bondo,Diesel (AGO),171.68,2025-09-01
2025-10-15,2025-11-14,Bondo,Diesel (AGO),171.68,2025-10-01
2025-11-15,2025-12-14,Bondo,Diesel (AGO),171.68,2025-11-01
2025-12-15,2026-01-14,Bondo,Diesel (AGO),171.68,2025-12-01
2026-01-15,2026-02-14,Bondo,Diesel (AGO),170.68,2026-01-01
2026-01-15,2026-02-14,Bondo,Diesel (AGO),170.68,2026-01-01
2026-01-15,2026-02-14,Bondo,Diesel (AGO),170.68,2026-01-01
2024-11-15,2024-12-14,Bondo,Kerosene (IK),152.04,2024-11-01
2024-12-15,2025-01-14,Bondo,Kerosene (IK),149.04,2024-12-01
2025-01-15,2025-02-14,Bondo,Kerosene (IK),152.04,2025-01-01
2025-02-15,2025-03-14,Bondo,Kerosene (IK),152.04,2025-02-01
2025-03-15,2025-04-14,Bondo,Kerosene (IK),152.04,2025-03-01
2025-04-15,2025-05-14,Bondo,Kerosene (IK),149.64,2025-04-01
2025-05-15,2025-06-14,Bondo,Kerosene (IK),149.64,2025-05-01
2025-06-15,2025-07-14,Bondo,Kerosene (IK),147.4,2025-06-01
2025-07-15,2025-08-14,Bondo,Kerosene (IK),156.83,2025-07-01
2025-08-15,2025-09-14,Bondo,Kerosene (IK),155.83,2025-08-01
2025-09-15,2025-10-14,Bondo,Kerosene (IK),155.03,2025-09-01
2025-10-15,2025-11-14,Bondo,Kerosene (IK),155.03,2025-10-01
2025-11-15,2025-12-14,Bondo,Kerosene (IK),155.03,2025-11-01
2025-12-15,2026-01-14,Bondo,Kerosene (IK),155.03,2025-12-01
2026-01-15,2026-02-14,Bondo,Kerosene (IK),154.03,2026-01-01
2026-01-15,2026-02-14,Bondo,Kerosene (IK),154.03,2026-01-01
2026-01-15,2026-02-14,Bondo,Kerosene (IK),154.03,2026-01-01
2024-11-15,2024-12-14,Bondo,Super (PMS),180.91,2024-11-01
2024-12-15,2025-01-14,Bondo,Super (PMS),176.55,2024-12-01
2025-01-15,2025-02-14,Bondo,Super (PMS),176.84,2025-01-01
2025-02-15,2025-03-14,Bondo,Super (PMS),176.84,2025-02-01
2025-03-15,2025-04-14,Bondo,Super (PMS),176.84,2025-03-01
2025-04-15,2025-05-14,Bondo,Super (PMS),174.89,2025-04-01
2025-05-15,2025-06-14,Bondo,Super (PMS),174.89,2025-05-01
2025-06-15,2025-07-14,Bondo,Super (PMS),177.4,2025-06-01
2025-07-15,2025-08-14,Bondo,Super (PMS),186.15,2025-07-01
2025-08-15,2025-09-14,Bondo,Super (PMS),185.16,2025-08-01
2025-09-15,2025-10-14,Bondo,Super (PMS),184.37,2025-09-01
2025-10-15,2025-11-14,Bondo,Super (PMS),184.37,2025-10-01
2025-11-15,2025-12-14,Bondo,Super (PMS),184.37,2025-11-01
2025-12-15,2026-01-14,Bondo,Super (PMS),184.37,2025-12-01
2026-01-15,2026-02-14,Bondo,Super (PMS),182.37,2026-01-01
2026-01-15,2026-02-14,Bondo,Super (PMS),182.37,2026-01-01
2026-01-15,2026-02-14,Bondo,Super (PMS),182.37,2026-01-01
2024-11-15,2024-12-14,Bungoma,Diesel (AGO),169.27,2024-11-01
2024-12-15,2025-01-14,Bungoma,Diesel (AGO),166.27,2024-12-01
2025-01-15,2025-02-14,Bungoma,Diesel (AGO),168.27,2025-01-01
2025-02-15,2025-03-14,Bungoma,Diesel (AGO),168.27,2025-02-01
2025-03-15,2025-04-14,Bungoma,Diesel (AGO),168.27,2025-03-01
2025-04-15,2025-05-14,Bungoma,Diesel (AGO),166.07,2025-04-01
2025-05-15,2025-06-14,Bungoma,Diesel (AGO),166.07,2025-05-01
2025-06-15,2025-07-14,Bungoma,Diesel (AGO),164.12,2025-06-01
2025-07-15,2025-08-14,Bungoma,Diesel (AGO),172.75,2025-07-01
2025-08-15,2025-09-14,Bungoma,Diesel (AGO),172.75,2025-08-01
2025-09-15,2025-10-14,Bungoma,Diesel (AGO),172.64,2025-09-01
2025-10-15,2025-11-14,Bungoma,Diesel (AGO),172.64,2025-10-01
2025-11-15,2025-12-14,Bungoma,Diesel (AGO),172.64,2025-11-01
2025-12-15,2026-01-14,Bungoma,Diesel (AGO),172.64,2025-12-01
2026-01-15,2026-02-14,Bungoma,Diesel (AGO),171.64,2026-01-01
2026-01-15,2026-02-14,Bungoma,Diesel (AGO),171.64,2026-01-01
2026-01-15,2026-02-14,Bungoma,Diesel (AGO),171.64,2026-01-01
2024-11-15,2024-12-14,Bungoma,Kerosene (IK),152.64,2024-11-01
2024-12-15,2025-01-14,Bungoma,Kerosene (IK),149.64,2024-12-01
2025-01-15,2025-02-14,Bungoma,Kerosene (IK),152.64,2025-01-01
2025-02-15,2025-03-14,Bungoma,Kerosene (IK),152.64,2025-02-01
2025-03-15,2025-04-14,Bungoma,Kerosene (IK),152.64,2025-03-01
2025-04-15,2025-05-14,Bungoma,Kerosene (IK),150.24,2025-04-01
2025-05-15,2025-06-14,Bungoma,Kerosene (IK),150.24,2025-05-01
2025-06-15,2025-07-14,Bungoma,Kerosene (IK),148.19,2025-06-01
2025-07-15,2025-08-14,Bungoma,Kerosene (IK),157.79,2025-07-01
2025-08-15,2025-09-14,Bungoma,Kerosene (IK),156.79,2025-08-01
2025-09-15,2025-10-14,Bungoma,Kerosene (IK),155.99,2025-09-01
2025-10-15,2025-11-14,Bungoma,Kerosene (IK),155.99,2025-10-01
2025-11-15,2025-12-14,Bungoma,Kerosene (IK),155.99,2025-11-01
2025-12-15,2026-01-14,Bungoma,Kerosene (IK),155.99,2025-12-01
2026-01-15,2026-02-14,Bungoma,Kerosene (IK),154.99,2026-01-01
2026-01-15,2026-02-14,Bungoma,Kerosene (IK),154.99,2026-01-01
2026-01-15,2026-02-14,Bungoma,Kerosene (IK),154.99,2026-01-01
2024-11-15,2024-12-14,Bungoma,Super (PMS),181.51,2024-11-01
2024-12-15,2025-01-14,Bungoma,Super (PMS),177.16,2024-12-01
2025-01-15,2025-02-14,Bungoma,Super (PMS),177.45,2025-01-01
2025-02-15,2025-03-14,Bungoma,Super (PMS),177.45,2025-02-01
2025-03-15,2025-04-14,Bungoma,Super (PMS),177.45,2025-03-01
2025-04-15,2025-05-14,Bungoma,Super (PMS),175.5,2025-04-01
2025-05-15,2025-06-14,Bungoma,Super (PMS),175.5,2025-05-01
2025-06-15,2025-07-14,Bungoma,Super (PMS),178.18,2025-06-01
2025-07-15,2025-08-14,Bungoma,Super (PMS),187.11,2025-07-01
2025-08-15,2025-09-14,Bungoma,Super (PMS),186.12,2025-08-01
2025-09-15,2025-10-14,Bungoma,Super (PMS),185.33,2025-09-01
2025-10-15,2025-11-14,Bungoma,Super (PMS),185.33,2025-10-01
2025-11-15,2025-12-14,Bungoma,Super (PMS),185.33,2025-11-01
2025-12-15,2026-01-14,Bungoma,Super (PMS),185.33,2025-12-01
2026-01-15,2026-02-14,Bungoma,Super (PMS),183.33,2026-01-01
2026-01-15,2026-02-14,Bungoma,Super (PMS),183.33,2026-01-01
2026-01-15,2026-02-14,Bungoma,Super (PMS),183.33,2026-01-01
2024-11-15,2024-12-14,Burgich,Diesel (AGO),170.18,2024-11-01
2024-12-15,2025-01-14,Burgich,Diesel (AGO),167.18,2024-12-01
2025-01-15,2025-02-14,Burgich,Diesel (AGO),169.18,2025-01-01
2025-02-15,2025-03-14,Burgich,Diesel (AGO),169.18,2025-02-01
2025-03-15,2025-04-14,Burgich,Diesel (AGO),169.18,2025-03-01
2025-04-15,2025-05-14,Burgich,Diesel (AGO),166.98,2025-04-01
2025-05-15,2025-06-14,Burgich,Diesel (AGO),166.98,2025-05-01
2025-06-15,2025-07-14,Burgich,Diesel (AGO),165.32,2025-06-01
2025-07-15,2025-08-14,Burgich,Diesel (AGO),174.22,2025-07-01
2025-08-15,2025-09-14,Burgich,Diesel (AGO),174.22,2025-08-01
2025-09-15,2025-10-14,Burgich,Diesel (AGO),174.12,2025-09-01
2025-10-15,2025-11-14,Burgich,Diesel (AGO),174.12,2025-10-01
2025-11-15,2025-12-14,Burgich,Diesel (AGO),174.12,2025-11-01
2025-12-15,2026-01-14,Burgich,Diesel (AGO),174.12,2025-12-01
2026-01-15,2026-02-14,Burgich,Diesel (AGO),173.12,2026-01-01
2026-01-15,2026-02-14,Burgich,Diesel (AGO),173.12,2026-01-01
2026-01-15,2026-02-14,Burgich,Diesel (AGO),173.12,2026-01-01
2024-11-15,2024-12-14,Burgich,Kerosene (IK),153.56,2024-11-01
2024-12-15,2025-01-14,Burgich,Kerosene (IK),150.56,2024-12-01
2025-01-15,2025-02-14,Burgich,Kerosene (IK),153.56,2025-01-01
2025-02-15,2025-03-14,Burgich,Kerosene (IK),153.56,2025-02-01
2025-03-15,2025-04-14,Burgich,Kerosene (IK),153.56,2025-03-01
2025-04-15,2025-05-14,Burgich,Kerosene (IK),151.16,2025-04-01
2025-05-15,2025-06-14,Burgich,Kerosene (IK),151.16,2025-05-01
2025-06-15,2025-07-14,Burgich,Kerosene (IK),149.38,2025-06-01
2025-07-15,2025-08-14,Burgich,Kerosene (IK),159.27,2025-07-01
2025-08-15,2025-09-14,Burgich,Kerosene (IK),158.27,2025-08-01
2025-09-15,2025-10-14,Burgich,Kerosene (IK),157.47,2025-09-01
2025-10-15,2025-11-14,Burgich,Kerosene (IK),157.47,2025-10-01
2025-11-15,2025-12-14,Burgich,Kerosene (IK),157.47,2025-11-01
2025-12-15,2026-01-14,Burgich,Kerosene (IK),157.47,2025-12-01
2026-01-15,2026-02-14,Burgich,Kerosene (IK),156.47,2026-01-01
2026-01-15,2026-02-14,Burgich,Kerosene (IK),156.47,2026-01-01
2026-01-15,2026-02-14,Burgich,Kerosene (IK),156.47,2026-01-01
2024-11-15,2024-12-14,Burgich,Super (PMS),182.42,2024-11-01
2024-12-15,2025-01-14,Burgich,Super (PMS),178.07,2024-12-01
2025-01-15,2025-02-14,Burgich,Super (PMS),178.36,2025-01-01
2025-02-15,2025-03-14,Burgich,Super (PMS),178.36,2025-02-01
2025-03-15,2025-04-14,Burgich,Super (PMS),178.36,2025-03-01
2025-04-15,2025-05-14,Burgich,Super (PMS),176.41,2025-04-01
2025-05-15,2025-06-14,Burgich,Super (PMS),176.41,2025-05-01
2025-06-15,2025-07-14,Burgich,Super (PMS),179.37,2025-06-01
2025-07-15,2025-08-14,Burgich,Super (PMS),188.58,2025-07-01
2025-08-15,2025-09-14,Burgich,Super (PMS),187.6,2025-08-01
2025-09-15,2025-10-14,Burgich,Super (PMS),186.81,2025-09-01
2025-10-15,2025-11-14,Burgich,Super (PMS),186.81,2025-10-01
2025-11-15,2025-12-14,Burgich,Super (PMS),186.81,2025-11-01
2025-12-15,2026-01-14,Burgich,Super (PMS),186.81,2025-12-01
2026-01-15,2026-02-14,Burgich,Super (PMS),184.81,2026-01-01
2026-01-15,2026-02-14,Burgich,Super (PMS),184.81,2026-01-01
2026-01-15,2026-02-14,Burgich,Super (PMS),184.81,2026-01-01
2024-11-15,2024-12-14,Burnt Forest,Diesel (AGO),168.4,2024-11-01
2024-12-15,2025-01-14,Burnt Forest,Diesel (AGO),165.4,2024-12-01
2025-01-15,2025-02-14,Burnt Forest,Diesel (AGO),167.4,2025-01-01
2025-02-15,2025-03-14,Burnt Forest,Diesel (AGO),167.4,2025-02-01
2025-03-15,2025-04-14,Burnt Forest,Diesel (AGO),167.4,2025-03-01
2025-04-15,2025-05-14,Burnt Forest,Diesel (AGO),165.2,2025-04-01
2025-05-15,2025-06-14,Burnt Forest,Diesel (AGO),165.2,2025-05-01
2025-06-15,2025-07-14,Burnt Forest,Diesel (AGO),162.98,2025-06-01
2025-07-15,2025-08-14,Burnt Forest,Diesel (AGO),171.34,2025-07-01
2025-08-15,2025-09-14,Burnt Forest,Diesel (AGO),171.34,2025-08-01
2025-09-15,2025-10-14,Burnt Forest,Diesel (AGO),171.23,2025-09-01
2025-10-15,2025-11-14,Burnt Forest,Diesel (AGO),171.23,2025-10-01
2025-11-15,2025-12-14,Burnt Forest,Diesel (AGO),171.23,2025-11-01
2025-12-15,2026-01-14,Burnt Forest,Diesel (AGO),171.23,2025-12-01
2026-01-15,2026-02-14,Burnt Forest,Diesel (AGO),170.23,2026-01-01
2026-01-15,2026-02-14,Burnt Forest,Diesel (AGO),170.23,2026-01-01
2026-01-15,2026-02-14,Burnt Forest,Diesel (AGO),170.23,2026-01-01
2024-11-15,2024-12-14,Burnt Forest,Kerosene (IK),151.77,2024-11-01
2024-12-15,2025-01-14,Burnt Forest,Kerosene (IK),148.77,2024-12-01
2025-01-15,2025-02-14,Burnt Forest,Kerosene (IK),151.77,2025-01-01
2025-02-15,2025-03-14,Burnt Forest,Kerosene (IK),151.77,2025-02-01
2025-03-15,2025-04-14,Burnt Forest,Kerosene (IK),151.77,2025-03-01
2025-04-15,2025-05-14,Burnt Forest,Kerosene (IK),149.37,2025-04-01
2025-05-15,2025-06-14,Burnt Forest,Kerosene (IK),149.37,2025-05-01
2025-06-15,2025-07-14,Burnt Forest,Kerosene (IK),147.04,2025-06-01
2025-07-15,2025-08-14,Burnt Forest,Kerosene (IK),156.38,2025-07-01
2025-08-15,2025-09-14,Burnt Forest,Kerosene (IK),155.38,2025-08-01
2025-09-15,2025-10-14,Burnt Forest,Kerosene (IK),154.58,2025-09-01
2025-10-15,2025-11-14,Burnt Forest,Kerosene (IK),154.58,2025-10-01
2025-11-15,2025-12-14,Burnt Forest,Kerosene (IK),154.58,2025-11-01
2025-12-15,2026-01-14,Burnt Forest,Kerosene (IK),154.58,2025-12-01
2026-01-15,2026-02-14,Burnt Forest,Kerosene (IK),153.58,2026-01-01
2026-01-15,2026-02-14,Burnt Forest,Kerosene (IK),153.58,2026-01-01
2026-01-15,2026-02-14,Burnt Forest,Kerosene (IK),153.58,2026-01-01
2024-11-15,2024-12-14,Burnt Forest,Super (PMS),180.63,2024-11-01
2024-12-15,2025-01-14,Burnt Forest,Super (PMS),176.27,2024-12-01
2025-01-15,2025-02-14,Burnt Forest,Super (PMS),176.57,2025-01-01
2025-02-15,2025-03-14,Burnt Forest,Super (PMS),176.56,2025-02-01
2025-03-15,2025-04-14,Burnt Forest,Super (PMS),176.56,2025-03-01
2025-04-15,2025-05-14,Burnt Forest,Super (PMS),174.62,2025-04-01
2025-05-15,2025-06-14,Burnt Forest,Super (PMS),174.62,2025-05-01
2025-06-15,2025-07-14,Burnt Forest,Super (PMS),177.03,2025-06-01
2025-07-15,2025-08-14,Burnt Forest,Super (PMS),185.7,2025-07-01
2025-08-15,2025-09-14,Burnt Forest,Super (PMS),184.72,2025-08-01
2025-09-15,2025-10-14,Burnt Forest,Super (PMS),183.93,2025-09-01
2025-10-15,2025-11-14,Burnt Forest,Super (PMS),183.93,2025-10-01
2025-11-15,2025-12-14,Burnt Forest,Super (PMS),183.93,2025-11-01
2025-12-15,2026-01-14,Burnt Forest,Super (PMS),183.93,2025-12-01
2026-01-15,2026-02-14,Burnt Forest,Super (PMS),181.93,2026-01-01
2026-01-15,2026-02-14,Burnt Forest,Super (PMS),181.93,2026-01-01
2026-01-15,2026-02-14,Burnt Forest,Super (PMS),181.93,2026-01-01
2024-11-15,2024-12-14,Busia,Diesel (AGO),169.38,2024-11-01
2024-12-15,2025-01-14,Busia,Diesel (AGO),166.38,2024-12-01
2025-01-15,2025-02-14,Busia,Diesel (AGO),168.38,2025-01-01
2025-02-15,2025-03-14,Busia,Diesel (AGO),168.38,2025-02-01
2025-03-15,2025-04-14,Busia,Diesel (AGO),168.38,2025-03-01
2025-04-15,2025-05-14,Busia,Diesel (AGO),166.18,2025-04-01
2025-05-15,2025-06-14,Busia,Diesel (AGO),166.18,2025-05-01
2025-06-15,2025-07-14,Busia,Diesel (AGO),164.27,2025-06-01
2025-07-15,2025-08-14,Busia,Diesel (AGO),172.92,2025-07-01
2025-08-15,2025-09-14,Busia,Diesel (AGO),172.92,2025-08-01
2025-09-15,2025-10-14,Busia,Diesel (AGO),172.82,2025-09-01
2025-10-15,2025-11-14,Busia,Diesel (AGO),172.82,2025-10-01
2025-11-15,2025-12-14,Busia,Diesel (AGO),172.82,2025-11-01
2025-12-15,2026-01-14,Busia,Diesel (AGO),172.82,2025-12-01
2026-01-15,2026-02-14,Busia,Diesel (AGO),171.82,2026-01-01
2026-01-15,2026-02-14,Busia,Diesel (AGO),171.82,2026-01-01
2026-01-15,2026-02-14,Busia,Diesel (AGO),171.82,2026-01-01
2024-11-15,2024-12-14,Busia,Kerosene (IK),152.75,2024-11-01
2024-12-15,2025-01-14,Busia,Kerosene (IK),149.75,2024-12-01
2025-01-15,2025-02-14,Busia,Kerosene (IK),152.75,2025-01-01
2025-02-15,2025-03-14,Busia,Kerosene (IK),152.75,2025-02-01
2025-03-15,2025-04-14,Busia,Kerosene (IK),152.75,2025-03-01
2025-04-15,2025-05-14,Busia,Kerosene (IK),150.35,2025-04-01
2025-05-15,2025-06-14,Busia,Kerosene (IK),150.35,2025-05-01
2025-06-15,2025-07-14,Busia,Kerosene (IK),148.33,2025-06-01
2025-07-15,2025-08-14,Busia,Kerosene (IK),157.97,2025-07-01
2025-08-15,2025-09-14,Busia,Kerosene (IK),156.97,2025-08-01
2025-09-15,2025-10-14,Busia,Kerosene (IK),156.17,2025-09-01
2025-10-15,2025-11-14,Busia,Kerosene (IK),156.17,2025-10-01
2025-11-15,2025-12-14,Busia,Kerosene (IK),156.17,2025-11-01
2025-12-15,2026-01-14,Busia,Kerosene (IK),156.17,2025-12-01
2026-01-15,2026-02-14,Busia,Kerosene (IK),155.17,2026-01-01
2026-01-15,2026-02-14,Busia,Kerosene (IK),155.17,2026-01-01
2026-01-15,2026-02-14,Busia,Kerosene (IK),155.17,2026-01-01
2024-11-15,2024-12-14,Busia,Super (PMS),181.61,2024-11-01
2024-12-15,2025-01-14,Busia,Super (PMS),177.26,2024-12-01
2025-01-15,2025-02-14,Busia,Super (PMS),177.55,2025-01-01
2025-02-15,2025-03-14,Busia,Super (PMS),177.55,2025-02-01
2025-03-15,2025-04-14,Busia,Super (PMS),177.55,2025-03-01
2025-04-15,2025-05-14,Busia,Super (PMS),175.6,2025-04-01
2025-05-15,2025-06-14,Busia,Super (PMS),175.6,2025-05-01
2025-06-15,2025-07-14,Busia,Super (PMS),178.32,2025-06-01
2025-07-15,2025-08-14,Busia,Super (PMS),187.28,2025-07-01
2025-08-15,2025-09-14,Busia,Super (PMS),186.3,2025-08-01
2025-09-15,2025-10-14,Busia,Super (PMS),185.51,2025-09-01
2025-10-15,2025-11-14,Busia,Super (PMS),185.51,2025-10-01
2025-11-15,2025-12-14,Busia,Super (PMS),185.51,2025-11-01
2025-12-15,2026-01-14,Busia,Super (PMS),185.51,2025-12-01
2026-01-15,2026-02-14,Busia,Super (PMS),183.51,2026-01-01
2026-01-15,2026-02-14,Busia,Super (PMS),183.51,2026-01-01
2026-01-15,2026-02-14,Busia,Super (PMS),183.51,2026-01-01
2024-11-15,2024-12-14,Bute,Diesel (AGO),176.74,2024-11-01
2024-12-15,2025-01-14,Bute,Diesel (AGO),173.74,2024-12-01
2025-01-15,2025-02-14,Bute,Diesel (AGO),175.74,2025-01-01
2025-02-15,2025-03-14,Bute,Diesel (AGO),175.74,2025-02-01
2025-03-15,2025-04-14,Bute,Diesel (AGO),175.74,2025-03-01
2025-04-15,2025-05-14,Bute,Diesel (AGO),173.54,2025-04-01
2025-05-15,2025-06-14,Bute,Diesel (AGO),173.54,2025-05-01
2025-06-15,2025-07-14,Bute,Diesel (AGO),174.09,2025-06-01
2025-07-15,2025-08-14,Bute,Diesel (AGO),185.17,2025-07-01
2025-08-15,2025-09-14,Bute,Diesel (AGO),185.17,2025-08-01
