From,To,Town,Super (PMS),Diesel (AGO),Kerosene (IK),date_from,date_to,location
15-08-2025,14-09-2025,Wundanji,185.09,171.36,155.36,2025-08-15,2025-09-14,Wundanji
15-08-2025,14-09-2025,Tarbaj,200.69,186.96,170.96,2025-08-15,2025-09-14,Tarbaj
15-08-2025,14-09-2025,Archers Post,189.58,176.2,160.24,2025-08-15,2025-09-14,Archers Post
15-08-2025,14-09-2025,Lomut,189.68,176.31,160.34,2025-08-15,2025-09-14,Lomut
15-08-2025,14-09-2025,Kabartonjo,186.24,172.86,156.9,2025-08-15,2025-09-14,Kabartonjo
15-08-2025,14-09-2025,Kericho,185.68,172.31,156.34,2025-08-15,2025-09-14,Kericho
15-08-2025,14-09-2025,Kaspokwony,186.68,173.3,157.34,2025-08-15,2025-09-14,Kaspokwony
15-08-2025,14-09-2025,Taveta,186.66,172.92,156.92,2025-08-15,2025-09-14,Taveta
15-08-2025,14-09-2025,Isiolo,190.05,176.32,160.31,2025-08-15,2025-09-14,Isiolo
15-08-2025,14-09-2025,Merille,193.16,179.43,163.42,2025-08-15,2025-09-14,Merille
15-08-2025,14-09-2025,Chebara,185.47,172.1,156.14,2025-08-15,2025-09-14,Chebara
15-08-2025,14-09-2025,Ortum,187.56,174.18,158.22,2025-08-15,2025-09-14,Ortum
15-08-2025,14-09-2025,Kaibichbich,186.5,173.13,157.17,2025-08-15,2025-09-14,Kaibichbich
15-08-2025,14-09-2025,Ahero,185.16,171.78,155.83,2025-08-15,2025-09-14,Ahero
15-08-2025,14-09-2025,Nyansiongo,186.12,172.75,156.78,2025-08-15,2025-09-14,Nyansiongo
15-08-2025,14-09-2025,Namanga,187.61,173.87,157.87,2025-08-15,2025-09-14,Namanga
15-08-2025,14-09-2025,Sipili,189.58,175.84,159.84,2025-08-15,2025-09-14,Sipili
15-08-2025,14-09-2025,Webuye,185.54,172.17,156.2,2025-08-15,2025-09-14,Webuye
15-08-2025,14-09-2025,Moi's Bridge,184.92,171.54,155.58,2025-08-15,2025-09-14,Moi's Bridge
15-08-2025,14-09-2025,Kalemngorok,189.18,175.81,159.86,2025-08-15,2025-09-14,Kalemngorok
15-08-2025,14-09-2025,Magenche,187.48,174.1,158.15,2025-08-15,2025-09-14,Magenche
15-08-2025,14-09-2025,Machakos,185.36,171.62,155.61,2025-08-15,2025-09-14,Machakos
15-08-2025,14-09-2025,Matuu,186.49,172.76,156.76,2025-08-15,2025-09-14,Matuu
15-08-2025,14-09-2025,Maralal,187.97,174.59,158.63,2025-08-15,2025-09-14,Maralal
15-08-2025,14-09-2025,Lokichar,190.31,176.93,160.97,2025-08-15,2025-09-14,Lokichar
15-08-2025,14-09-2025,Kabiyet,184.8,171.43,155.47,2025-08-15,2025-09-14,Kabiyet
15-08-2025,14-09-2025,Busia,186.3,172.92,156.97,2025-08-15,2025-09-14,Busia
15-08-2025,14-09-2025,Port Bunyala,186.37,172.99,157.03,2025-08-15,2025-09-14,Port Bunyala
15-08-2025,14-09-2025,Garsen,185.74,172.01,156.01,2025-08-15,2025-09-14,Garsen
15-08-2025,14-09-2025,Moyale,201.26,187.52,171.52,2025-08-15,2025-09-14,Moyale
15-08-2025,14-09-2025,Molo,184.05,170.67,154.71,2025-08-15,2025-09-14,Molo
15-08-2025,14-09-2025,Kiminini,185.74,172.37,156.41,2025-08-15,2025-09-14,Kiminini
15-08-2025,14-09-2025,Tenges,186.48,173.11,157.14,2025-08-15,2025-09-14,Tenges
15-08-2025,14-09-2025,Kakamega,184.88,171.51,155.55,2025-08-15,2025-09-14,Kakamega
15-08-2025,14-09-2025,Muhuru Bay,187.93,174.56,158.59,2025-08-15,2025-09-14,Muhuru Bay
15-08-2025,14-09-2025,Kwale,182.41,168.69,152.68,2025-08-15,2025-09-14,Kwale
15-08-2025,14-09-2025,Nanyuki,188.28,174.55,158.55,2025-08-15,2025-09-14,Nanyuki
15-08-2025,14-09-2025,Kalacha,198.73,185.0,168.99,2025-08-15,2025-09-14,Kalacha
15-08-2025,14-09-2025,Matunda,184.78,171.4,155.45,2025-08-15,2025-09-14,Matunda
15-08-2025,14-09-2025,Lokiriama,193.21,179.84,163.88,2025-08-15,2025-09-14,Lokiriama
15-08-2025,14-09-2025,Orolwo,187.04,173.66,157.71,2025-08-15,2025-09-14,Orolwo
15-08-2025,14-09-2025,Ndhiwa,186.79,173.42,157.46,2025-08-15,2025-09-14,Ndhiwa
15-08-2025,14-09-2025,Embu,186.85,173.12,157.11,2025-08-15,2025-09-14,Embu
15-08-2025,14-09-2025,Hadado,196.47,182.73,166.73,2025-08-15,2025-09-14,Hadado
15-08-2025,14-09-2025,Iten,185.17,171.8,155.83,2025-08-15,2025-09-14,Iten
15-08-2025,14-09-2025,Malaba,186.82,173.44,157.48,2025-08-15,2025-09-14,Malaba
15-08-2025,14-09-2025,Arror,186.44,173.06,157.11,2025-08-15,2025-09-14,Arror
15-08-2025,14-09-2025,Muhoroni,185.19,171.82,155.86,2025-08-15,2025-09-14,Muhoroni
15-08-2025,14-09-2025,Keumbu,186.43,173.06,157.1,2025-08-15,2025-09-14,Keumbu
15-08-2025,14-09-2025,Kaloleni,181.93,168.2,152.2,2025-08-15,2025-09-14,Kaloleni
15-08-2025,14-09-2025,Elwak,203.46,189.73,173.73,2025-08-15,2025-09-14,Elwak
15-08-2025,14-09-2025,Lodosoit,191.47,178.11,162.14,2025-08-15,2025-09-14,Lodosoit
15-08-2025,14-09-2025,Burgich,187.6,174.22,158.27,2025-08-15,2025-09-14,Burgich
15-08-2025,14-09-2025,Tindiret,186.34,172.97,157.01,2025-08-15,2025-09-14,Tindiret
15-08-2025,14-09-2025,Nyamira,185.79,172.41,156.45,2025-08-15,2025-09-14,Nyamira
15-08-2025,14-09-2025,Chwele,186.59,173.21,157.26,2025-08-15,2025-09-14,Chwele
15-08-2025,14-09-2025,Lamu,187.37,173.64,157.64,2025-08-15,2025-09-14,Lamu
15-08-2025,14-09-2025,Maua,191.08,177.34,161.34,2025-08-15,2025-09-14,Maua
15-08-2025,14-09-2025,Korr,195.31,181.57,165.56,2025-08-15,2025-09-14,Korr
15-08-2025,14-09-2025,Kimwarer,185.34,171.97,156.01,2025-08-15,2025-09-14,Kimwarer
15-08-2025,14-09-2025,Kachibora,185.47,172.1,156.14,2025-08-15,2025-09-14,Kachibora
15-08-2025,14-09-2025,Keringet,186.03,172.66,156.7,2025-08-15,2025-09-14,Keringet
15-08-2025,14-09-2025,Ugunja,185.54,172.17,156.2,2025-08-15,2025-09-14,Ugunja
15-07-2025,14-08-2025,Mombasa,183.02,168.3,153.29,2025-07-15,2025-08-14,Mombasa
15-07-2025,14-08-2025,Chuka,188.76,174.03,159.03,2025-07-15,2025-08-14,Chuka
15-07-2025,14-08-2025,Mutuobare,188.78,174.06,159.05,2025-07-15,2025-08-14,Mutuobare
15-07-2025,14-08-2025,Kapenguria,187.51,173.15,158.19,2025-07-15,2025-08-14,Kapenguria
15-07-2025,14-08-2025,Kibish,199.72,185.37,170.4,2025-07-15,2025-08-14,Kibish
15-07-2025,14-08-2025,Alale,189.25,174.89,159.94,2025-07-15,2025-08-14,Alale
15-07-2025,14-08-2025,Malava,186.41,172.05,157.09,2025-07-15,2025-08-14,Malava
15-07-2025,14-08-2025,Makuyu,186.43,171.7,156.7,2025-07-15,2025-08-14,Makuyu
15-07-2025,14-08-2025,Oldonyiro,190.01,175.29,160.28,2025-07-15,2025-08-14,Oldonyiro
15-07-2025,14-08-2025,Rumuruti,186.33,171.97,157.02,2025-07-15,2025-08-14,Rumuruti
15-07-2025,14-08-2025,Lokori,191.92,177.56,162.6,2025-07-15,2025-08-14,Lokori
15-07-2025,14-08-2025,Songor,187.47,173.11,158.14,2025-07-15,2025-08-14,Songor
15-07-2025,14-08-2025,Migori,188.67,174.31,159.35,2025-07-15,2025-08-14,Migori
15-07-2025,14-08-2025,Ogembo,187.57,173.21,158.26,2025-07-15,2025-08-14,Ogembo
15-07-2025,14-08-2025,Taru,183.49,168.77,153.77,2025-07-15,2025-08-14,Taru
15-07-2025,14-08-2025,Habaswein,197.79,183.07,168.06,2025-07-15,2025-08-14,Habaswein
15-07-2025,14-08-2025,Londiani,185.41,171.05,156.09,2025-07-15,2025-08-14,Londiani
15-07-2025,14-08-2025,Saboti,186.77,172.41,157.46,2025-07-15,2025-08-14,Saboti
15-07-2025,14-08-2025,Kipsaraman,189.23,174.87,159.92,2025-07-15,2025-08-14,Kipsaraman
15-07-2025,14-08-2025,Bondo,186.15,171.78,156.83,2025-07-15,2025-08-14,Bondo
15-07-2025,14-08-2025,Ntimaru,189.86,175.5,160.53,2025-07-15,2025-08-14,Ntimaru
15-07-2025,14-08-2025,Lungalunga,184.27,169.55,154.55,2025-07-15,2025-08-14,Lungalunga
15-07-2025,14-08-2025,Mtito Andei,190.15,175.42,160.42,2025-07-15,2025-08-14,Mtito Andei
15-07-2025,14-08-2025,Turbi,199.5,184.77,169.77,2025-07-15,2025-08-14,Turbi
15-07-2025,14-08-2025,Tambach,185.86,171.49,156.54,2025-07-15,2025-08-14,Tambach
15-07-2025,14-08-2025,Kacheliba,188.21,173.85,158.89,2025-07-15,2025-08-14,Kacheliba
15-07-2025,14-08-2025,Morpus,187.78,173.42,158.46,2025-07-15,2025-08-14,Morpus
15-07-2025,14-08-2025,Sindo,187.31,172.94,157.98,2025-07-15,2025-08-14,Sindo
15-07-2025,14-08-2025,Narok,188.34,173.61,158.61,2025-07-15,2025-08-14,Narok
15-07-2025,14-08-2025,Doldo,190.59,175.87,160.87,2025-07-15,2025-08-14,Doldo
15-07-2025,14-08-2025,Kesses,186.16,171.8,156.83,2025-07-15,2025-08-14,Kesses
15-07-2025,14-08-2025,Ziwa,186.12,171.76,156.81,2025-07-15,2025-08-14,Ziwa
15-07-2025,14-08-2025,Kaptarakwa,186.12,171.76,156.81,2025-07-15,2025-08-14,Kaptarakwa
15-07-2025,14-08-2025,Mbale,186.15,171.78,156.83,2025-07-15,2025-08-14,Mbale
15-07-2025,14-08-2025,Kerina,187.53,173.17,158.21,2025-07-15,2025-08-14,Kerina
15-07-2025,14-08-2025,Nairobi,186.31,171.58,156.58,2025-07-15,2025-08-14,Nairobi
15-07-2025,14-08-2025,Modogashe,198.04,183.31,168.32,2025-07-15,2025-08-14,Modogashe
15-07-2025,14-08-2025,Marigat,186.22,171.86,156.9,2025-07-15,2025-08-14,Marigat
15-07-2025,14-08-2025,Lodwar,193.01,178.65,163.7,2025-07-15,2025-08-14,Lodwar
15-07-2025,14-08-2025,Kobujoi,186.6,172.24,157.27,2025-07-15,2025-08-14,Kobujoi
15-07-2025,14-08-2025,Sotik,187.01,172.65,157.69,2025-07-15,2025-08-14,Sotik
15-07-2025,14-08-2025,Nambale,187.28,172.92,157.97,2025-07-15,2025-08-14,Nambale
15-07-2025,14-08-2025,Mpeketoni,188.36,173.64,158.64,2025-07-15,2025-08-14,Mpeketoni
15-07-2025,14-08-2025,Marsabit,199.52,184.79,169.79,2025-07-15,2025-08-14,Marsabit
15-07-2025,14-08-2025,Gilgil,184.9,170.54,155.58,2025-07-15,2025-08-14,Gilgil
15-07-2025,14-08-2025,Nandi Hills,186.12,171.76,156.81,2025-07-15,2025-08-14,Nandi Hills
15-07-2025,14-08-2025,Kaplamai,186.5,172.14,157.18,2025-07-15,2025-08-14,Kaplamai
15-07-2025,14-08-2025,Sondu,185.96,171.6,156.64,2025-07-15,2025-08-14,Sondu
15-07-2025,14-08-2025,Usenge,186.75,172.39,157.42,2025-07-15,2025-08-14,Usenge
15-07-2025,14-08-2025,Kilifi,183.88,169.16,154.16,2025-07-15,2025-08-14,Kilifi
15-07-2025,14-08-2025,Kitui,188.58,173.86,158.85,2025-07-15,2025-08-14,Kitui
15-07-2025,14-08-2025,North Horr,201.17,186.45,171.44,2025-07-15,2025-08-14,North Horr
15-07-2025,14-08-2025,Bungoma,187.11,172.75,157.79,2025-07-15,2025-08-14,Bungoma
15-07-2025,14-08-2025,Nakalale,197.69,183.33,168.36,2025-07-15,2025-08-14,Nakalale
15-07-2025,14-08-2025,Kunyao,188.67,174.31,159.35,2025-07-15,2025-08-14,Kunyao
15-07-2025,14-08-2025,Lugari,187.08,172.72,157.76,2025-07-15,2025-08-14,Lugari
15-07-2025,14-08-2025,Muranga,186.83,172.11,157.11,2025-07-15,2025-08-14,Muranga
15-07-2025,14-08-2025,Eldas,205.02,190.3,175.29,2025-07-15,2025-08-14,Eldas
15-07-2025,14-08-2025,Eldoret,186.16,171.8,156.83,2025-07-15,2025-08-14,Eldoret
15-07-2025,14-08-2025,Lokitaung,199.32,184.96,170.0,2025-07-15,2025-08-14,Lokitaung
15-07-2025,14-08-2025,Kapcherop,186.84,172.48,157.52,2025-07-15,2025-08-14,Kapcherop
15-07-2025,14-08-2025,Isebania,189.16,174.8,159.84,2025-07-15,2025-08-14,Isebania
15-07-2025,14-08-2025,Nyangusu,188.02,173.66,158.7,2025-07-15,2025-08-14,Nyangusu
15-07-2025,14-08-2025,Mwatate,185.79,171.07,156.07,2025-07-15,2025-08-14,Mwatate
15-07-2025,14-08-2025,Dadaab,195.53,180.81,165.81,2025-07-15,2025-08-14,Dadaab
15-07-2025,14-08-2025,Nyahururu,185.39,171.03,156.08,2025-07-15,2025-08-14,Nyahururu
15-07-2025,14-08-2025,Chepareria,187.87,173.51,158.55,2025-07-15,2025-08-14,Chepareria
15-07-2025,14-08-2025,Loruk,189.01,174.65,159.69,2025-07-15,2025-08-14,Loruk
15-07-2025,14-08-2025,Siaya,186.35,171.99,157.04,2025-07-15,2025-08-14,Siaya
15-07-2025,14-08-2025,Rongo,187.73,173.37,158.41,2025-07-15,2025-08-14,Rongo
15-07-2025,14-08-2025,Voi,185.21,170.49,155.49,2025-07-15,2025-08-14,Voi
15-07-2025,14-08-2025,Meru,191.28,176.56,161.55,2025-07-15,2025-08-14,Meru
15-07-2025,14-08-2025,Laisamis,194.66,179.94,164.93,2025-07-15,2025-08-14,Laisamis
15-07-2025,14-08-2025,Kapsowar,186.66,172.31,157.34,2025-07-15,2025-08-14,Kapsowar
15-07-2025,14-08-2025,Kiwawa,189.25,174.89,159.94,2025-07-15,2025-08-14,Kiwawa
15-07-2025,14-08-2025,Chepkorniswo,187.58,173.22,158.26,2025-07-15,2025-08-14,Chepkorniswo
15-07-2025,14-08-2025,Awasi,185.72,171.36,156.4,2025-07-15,2025-08-14,Awasi
15-07-2025,14-08-2025,Nyeri,188.31,173.58,158.58,2025-07-15,2025-08-14,Nyeri
15-07-2025,14-08-2025,Lamuria,189.07,174.35,159.34,2025-07-15,2025-08-14,Lamuria
15-07-2025,14-08-2025,Kapsabet,185.81,171.45,156.5,2025-07-15,2025-08-14,Kapsabet
15-07-2025,14-08-2025,Soy,185.79,171.43,156.47,2025-07-15,2025-08-14,Soy
15-07-2025,14-08-2025,Kapese,191.23,176.87,161.9,2025-07-15,2025-08-14,Kapese
15-07-2025,14-08-2025,Etago,188.29,173.93,158.97,2025-07-15,2025-08-14,Etago
15-07-2025,14-08-2025,Ikonge,186.41,172.05,157.09,2025-07-15,2025-08-14,Ikonge
15-07-2025,14-08-2025,Thika,185.94,171.22,156.22,2025-07-15,2025-08-14,Thika
15-07-2025,14-08-2025,Mandera,208.49,193.76,178.76,2025-07-15,2025-08-14,Mandera
15-07-2025,14-08-2025,Kabarnet,187.07,172.71,157.75,2025-07-15,2025-08-14,Kabarnet
15-07-2025,14-08-2025,Kakuma,195.76,181.4,166.45,2025-07-15,2025-08-14,Kakuma
15-07-2025,14-08-2025,Serem,186.73,172.37,157.41,2025-07-15,2025-08-14,Serem
15-07-2025,14-08-2025,Keroka,187.33,172.97,158.0,2025-07-15,2025-08-14,Keroka
15-07-2025,14-08-2025,SioPort,187.26,172.9,157.94,2025-07-15,2025-08-14,SioPort
15-07-2025,14-08-2025,Minjila,186.57,171.85,156.85,2025-07-15,2025-08-14,Minjila
15-07-2025,14-08-2025,Liboi,197.93,183.2,168.2,2025-07-15,2025-08-14,Liboi
15-07-2025,14-08-2025,Mogotio,184.88,170.52,155.56,2025-07-15,2025-08-14,Mogotio
15-07-2025,14-08-2025,Kaiboi,185.88,171.52,156.55,2025-07-15,2025-08-14,Kaiboi
15-07-2025,14-08-2025,Eldama Ravine,187.22,172.86,157.9,2025-07-15,2025-08-14,Eldama Ravine
15-07-2025,14-08-2025,Oyugis,186.79,172.43,157.47,2025-07-15,2025-08-14,Oyugis
15-07-2025,14-08-2025,Harambee,185.85,171.49,156.53,2025-07-15,2025-08-14,Harambee
15-07-2025,14-08-2025,Likoni Mainland,183.41,168.69,153.68,2025-07-15,2025-08-14,Likoni Mainland
15-07-2025,14-08-2025,Mwingi,189.25,174.52,159.52,2025-07-15,2025-08-14,Mwingi
15-07-2025,14-08-2025,Maikona,198.78,184.06,169.05,2025-07-15,2025-08-14,Maikona
15-07-2025,14-08-2025,Moiben,185.81,171.45,156.5,2025-07-15,2025-08-14,Moiben
15-07-2025,14-08-2025,Loima,191.49,177.13,162.17,2025-07-15,2025-08-14,Loima
15-07-2025,14-08-2025,Asilong,187.96,173.59,158.64,2025-07-15,2025-08-14,Asilong
15-07-2025,14-08-2025,Rodi Kopany,187.31,172.94,157.98,2025-07-15,2025-08-14,Rodi Kopany
15-07-2025,14-08-2025,Sagana,187.21,172.49,157.48,2025-07-15,2025-08-14,Sagana
15-07-2025,14-08-2025,Bute,199.89,185.17,170.17,2025-07-15,2025-08-14,Bute
15-07-2025,14-08-2025,Kiplombe,186.16,171.8,156.83,2025-07-15,2025-08-14,Kiplombe
15-07-2025,14-08-2025,Kapedo,190.67,176.31,161.34,2025-07-15,2025-08-14,Kapedo
15-07-2025,14-08-2025,Sambalat,188.02,173.66,158.71,2025-07-15,2025-08-14,Sambalat
15-07-2025,14-08-2025,Bomet,187.71,173.35,158.39,2025-07-15,2025-08-14,Bomet
15-07-2025,14-08-2025,Sengera,187.89,173.52,158.57,2025-07-15,2025-08-14,Sengera
15-07-2025,14-08-2025,Wundanji,186.08,171.36,156.36,2025-07-15,2025-08-14,Wundanji
15-07-2025,14-08-2025,Tarbaj,201.69,186.96,171.96,2025-07-15,2025-08-14,Tarbaj
15-07-2025,14-08-2025,Archers Post,190.56,176.2,161.24,2025-07-15,2025-08-14,Archers Post
15-07-2025,14-08-2025,Lomut,190.67,176.31,161.34,2025-07-15,2025-08-14,Lomut
15-07-2025,14-08-2025,Kabartonjo,187.22,172.86,157.9,2025-07-15,2025-08-14,Kabartonjo
15-07-2025,14-08-2025,Kericho,186.66,172.31,157.34,2025-07-15,2025-08-14,Kericho
15-07-2025,14-08-2025,Kaspokwony,187.66,173.3,158.34,2025-07-15,2025-08-14,Kaspokwony
15-07-2025,14-08-2025,Taveta,187.64,172.92,157.92,2025-07-15,2025-08-14,Taveta
15-07-2025,14-08-2025,Isiolo,191.04,176.32,161.31,2025-07-15,2025-08-14,Isiolo
15-07-2025,14-08-2025,Merille,194.15,179.43,164.42,2025-07-15,2025-08-14,Merille
15-07-2025,14-08-2025,Chebara,186.46,172.1,157.14,2025-07-15,2025-08-14,Chebara
15-07-2025,14-08-2025,Ortum,188.54,174.18,159.22,2025-07-15,2025-08-14,Ortum
15-07-2025,14-08-2025,Kaibichbich,187.49,173.13,158.17,2025-07-15,2025-08-14,Kaibichbich
15-07-2025,14-08-2025,Ahero,186.15,171.78,156.83,2025-07-15,2025-08-14,Ahero
15-07-2025,14-08-2025,Namanga,188.6,173.87,158.87,2025-07-15,2025-08-14,Namanga
15-07-2025,14-08-2025,Sipili,190.57,175.84,160.84,2025-07-15,2025-08-14,Sipili
15-07-2025,14-08-2025,Webuye,186.53,172.17,157.2,2025-07-15,2025-08-14,Webuye
15-07-2025,14-08-2025,Moi's Bridge,185.9,171.54,156.58,2025-07-15,2025-08-14,Moi's Bridge
15-07-2025,14-08-2025,Kalemngorok,190.17,175.81,160.86,2025-07-15,2025-08-14,Kalemngorok
15-07-2025,14-08-2025,Magenche,188.47,174.1,159.15,2025-07-15,2025-08-14,Magenche
15-07-2025,14-08-2025,Nyansiongo,187.11,172.75,157.78,2025-07-15,2025-08-14,Nyansiongo
15-07-2025,14-08-2025,Machakos,186.34,171.62,156.61,2025-07-15,2025-08-14,Machakos
15-07-2025,14-08-2025,Matuu,187.48,172.76,157.76,2025-07-15,2025-08-14,Matuu
15-07-2025,14-08-2025,Maralal,188.95,174.59,159.63,2025-07-15,2025-08-14,Maralal
15-07-2025,14-08-2025,Lokichar,191.29,176.93,161.97,2025-07-15,2025-08-14,Lokichar
15-07-2025,14-08-2025,Kabiyet,185.79,171.43,156.47,2025-07-15,2025-08-14,Kabiyet
15-07-2025,14-08-2025,Busia,187.28,172.92,157.97,2025-07-15,2025-08-14,Busia
15-07-2025,14-08-2025,Port Bunyala,187.35,172.99,158.03,2025-07-15,2025-08-14,Port Bunyala
15-07-2025,14-08-2025,Garsen,186.73,172.01,157.01,2025-07-15,2025-08-14,Garsen
15-07-2025,14-08-2025,Moyale,202.25,187.52,172.52,2025-07-15,2025-08-14,Moyale
15-07-2025,14-08-2025,Molo,185.03,170.67,155.71,2025-07-15,2025-08-14,Molo
15-07-2025,14-08-2025,Kiminini,186.73,172.37,157.41,2025-07-15,2025-08-14,Kiminini
15-07-2025,14-08-2025,Tenges,187.47,173.11,158.14,2025-07-15,2025-08-14,Tenges
15-07-2025,14-08-2025,Kakamega,185.87,171.51,156.55,2025-07-15,2025-08-14,Kakamega
15-07-2025,14-08-2025,Muhuru Bay,188.92,174.56,159.59,2025-07-15,2025-08-14,Muhuru Bay
15-07-2025,14-08-2025,Kwale,183.41,168.69,153.68,2025-07-15,2025-08-14,Kwale
15-07-2025,14-08-2025,Nanyuki,189.28,174.55,159.55,2025-07-15,2025-08-14,Nanyuki
15-07-2025,14-08-2025,Kalacha,199.72,185.0,169.99,2025-07-15,2025-08-14,Kalacha
15-07-2025,14-08-2025,Matunda,185.76,171.4,156.45,2025-07-15,2025-08-14,Matunda
15-07-2025,14-08-2025,Lokiriama,194.2,179.84,164.88,2025-07-15,2025-08-14,Lokiriama
15-07-2025,14-08-2025,Orolwo,188.02,173.66,158.71,2025-07-15,2025-08-14,Orolwo
15-07-2025,14-08-2025,Ndhiwa,187.77,173.42,158.46,2025-07-15,2025-08-14,Ndhiwa
15-07-2025,14-08-2025,Embu,187.84,173.12,158.11,2025-07-15,2025-08-14,Embu
15-07-2025,14-08-2025,Hadado,197.46,182.73,167.73,2025-07-15,2025-08-14,Hadado
15-07-2025,14-08-2025,Iten,186.16,171.8,156.83,2025-07-15,2025-08-14,Iten
15-07-2025,14-08-2025,Malaba,187.8,173.44,158.48,2025-07-15,2025-08-14,Malaba
15-07-2025,14-08-2025,Arror,187.42,173.06,158.11,2025-07-15,2025-08-14,Arror
15-07-2025,14-08-2025,Muhoroni,186.18,171.82,156.86,2025-07-15,2025-08-14,Muhoroni
15-07-2025,14-08-2025,Keumbu,187.42,173.06,158.1,2025-07-15,2025-08-14,Keumbu
15-07-2025,14-08-2025,Kaloleni,182.92,168.2,153.2,2025-07-15,2025-08-14,Kaloleni
15-07-2025,14-08-2025,Elwak,204.46,189.73,174.73,2025-07-15,2025-08-14,Elwak
15-07-2025,14-08-2025,Lodosoit,192.46,178.11,163.14,2025-07-15,2025-08-14,Lodosoit
15-07-2025,14-08-2025,Burgich,188.58,174.22,159.27,2025-07-15,2025-08-14,Burgich
15-07-2025,14-08-2025,Tindiret,187.33,172.97,158.01,2025-07-15,2025-08-14,Tindiret
15-07-2025,14-08-2025,Nyamira,186.77,172.41,157.45,2025-07-15,2025-08-14,Nyamira
15-07-2025,14-08-2025,Chwele,187.57,173.21,158.26,2025-07-15,2025-08-14,Chwele
15-07-2025,14-08-2025,Lamu,188.36,173.64,158.64,2025-07-15,2025-08-14,Lamu
15-07-2025,14-08-2025,Maua,192.07,177.34,162.34,2025-07-15,2025-08-14,Maua
15-07-2025,14-08-2025,Korr,196.3,181.57,166.56,2025-07-15,2025-08-14,Korr
15-07-2025,14-08-2025,Kimwarer,186.33,171.97,157.01,2025-07-15,2025-08-14,Kimwarer
15-07-2025,14-08-2025,Kachibora,186.46,172.1,157.14,2025-07-15,2025-08-14,Kachibora
15-07-2025,14-08-2025,Keringet,187.02,172.66,157.7,2025-07-15,2025-08-14,Keringet
15-07-2025,14-08-2025,Ugunja,186.53,172.17,157.2,2025-07-15,2025-08-14,Ugunja
15-07-2025,14-08-2025,Kiganjo,188.24,173.52,158.51,2025-07-15,2025-08-14,Kiganjo
15-07-2025,14-08-2025,Marimanti,189.93,175.2,160.2,2025-07-15,2025-08-14,Marimanti
15-07-2025,14-08-2025,Kitale,186.41,172.05,157.1,2025-07-15,2025-08-14,Kitale
15-07-2025,14-08-2025,Turbo,185.7,171.34,156.38,2025-07-15,2025-08-14,Turbo
15-07-2025,14-08-2025,Marich,188.41,174.05,159.08,2025-07-15,2025-08-14,Marich
15-07-2025,14-08-2025,Kilgoris,188.18,173.81,158.86,2025-07-15,2025-08-14,Kilgoris
15-07-2025,14-08-2025,Kajiado,186.66,171.93,156.93,2025-07-15,2025-08-14,Kajiado
15-07-2025,14-08-2025,Merti,195.18,180.45,165.45,2025-07-15,2025-08-14,Merti
15-07-2025,14-08-2025,Wamba,190.4,176.04,161.08,2025-07-15,2025-08-14,Wamba
15-07-2025,14-08-2025,Kalokol,194.33,179.97,165.01,2025-07-15,2025-08-14,Kalokol
15-07-2025,14-08-2025,Cheptulu,186.53,172.17,157.2,2025-07-15,2025-08-14,Cheptulu
15-07-2025,14-08-2025,Homabay,187.19,172.83,157.88,2025-07-15,2025-08-14,Homabay
15-07-2025,14-08-2025,Funyula,187.04,172.68,157.71,2025-07-15,2025-08-14,Funyula
15-07-2025,14-08-2025,Samburu,183.18,168.45,153.46,2025-07-15,2025-08-14,Samburu
15-07-2025,14-08-2025,Sololo,200.61,185.89,170.88,2025-07-15,2025-08-14,Sololo
15-07-2025,14-08-2025,Olenguruone,186.24,171.89,156.92,2025-07-15,2025-08-14,Olenguruone
15-07-2025,14-08-2025,Endebes,187.33,172.97,158.01,2025-07-15,2025-08-14,Endebes
15-07-2025,14-08-2025,Barwessa,187.67,173.3,158.35,2025-07-15,2025-08-14,Barwessa
15-07-2025,14-08-2025,Mumias,186.34,171.98,157.03,2025-07-15,2025-08-14,Mumias
15-07-2025,14-08-2025,Kehancha,189.32,174.96,160.0,2025-07-15,2025-08-14,Kehancha
15-07-2025,14-08-2025,Malindi,184.24,169.52,154.52,2025-07-15,2025-08-14,Malindi
15-07-2025,14-08-2025,Nkubu,190.95,176.23,161.22,2025-07-15,2025-08-14,Nkubu
15-07-2025,14-08-2025,Loyangalani,199.83,185.1,170.1,2025-07-15,2025-08-14,Loyangalani
15-07-2025,14-08-2025,Burnt Forest,185.7,171.34,156.38,2025-07-15,2025-08-14,Burnt Forest
15-07-2025,14-08-2025,Kainuk,189.37,175.01,160.05,2025-07-15,2025-08-14,Kainuk
15-07-2025,14-08-2025,Sebit,187.93,173.57,158.62,2025-07-15,2025-08-14,Sebit
15-07-2025,14-08-2025,Rangwe,187.28,172.92,157.97,2025-07-15,2025-08-14,Rangwe
15-07-2025,14-08-2025,Kerugoya,187.71,172.98,157.98,2025-07-15,2025-08-14,Kerugoya
15-07-2025,14-08-2025,Mai Mahiu,186.14,171.41,156.41,2025-07-15,2025-08-14,Mai Mahiu
15-07-2025,14-08-2025,Naiberi,186.16,171.8,156.83,2025-07-15,2025-08-14,Naiberi
15-07-2025,14-08-2025,Lokichogio,197.83,183.47,168.5,2025-07-15,2025-08-14,Lokichogio
15-07-2025,14-08-2025,Tot,187.78,173.42,158.46,2025-07-15,2025-08-14,Tot
