From,To,Town,Super (PMS),Diesel (AGO),Kerosene (IK),date_from,date_to,location
15-04-2025,14-05-2025,Kiganjo,176.06,166.3,150.42,2025-04-15,2025-05-14,Kiganjo
15-04-2025,14-05-2025,Marimanti,177.11,167.34,151.46,2025-04-15,2025-05-14,Marimanti
15-04-2025,14-05-2025,Kitale,175.07,165.64,149.82,2025-04-15,2025-05-14,Kitale
15-04-2025,14-05-2025,Turbo,174.62,165.2,149.37,2025-04-15,2025-05-14,Turbo
15-04-2025,14-05-2025,Marich,176.3,166.88,151.06,2025-04-15,2025-05-14,Marich
15-04-2025,14-05-2025,Kilgoris,176.16,166.74,150.91,2025-04-15,2025-05-14,Kilgoris
15-04-2025,14-05-2025,Kajiado,175.08,165.31,149.43,2025-04-15,2025-05-14,Kajiado
15-04-2025,14-05-2025,Merti,180.37,170.6,154.72,2025-04-15,2025-05-14,Merti
15-04-2025,14-05-2025,Wamba,177.23,167.81,151.98,2025-04-15,2025-05-14,Wamba
15-04-2025,14-05-2025,Kalokol,179.98,170.56,154.73,2025-04-15,2025-05-14,Kalokol
15-04-2025,14-05-2025,Cheptulu,175.14,165.71,149.88,2025-04-15,2025-05-14,Cheptulu
15-04-2025,14-05-2025,Homabay,175.54,166.12,150.3,2025-04-15,2025-05-14,Homabay
15-04-2025,14-05-2025,Funyula,175.45,166.02,150.2,2025-04-15,2025-05-14,Funyula
15-04-2025,14-05-2025,Samburu,171.7,161.95,146.07,2025-04-15,2025-05-14,Samburu
15-04-2025,14-05-2025,Sololo,183.74,173.98,158.1,2025-04-15,2025-05-14,Sololo
15-04-2025,14-05-2025,Olenguruone,174.65,165.22,149.4,2025-04-15,2025-05-14,Olenguruone
15-04-2025,14-05-2025,Endebes,175.63,166.21,150.38,2025-04-15,2025-05-14,Endebes
15-04-2025,14-05-2025,Barwessa,175.84,166.42,150.59,2025-04-15,2025-05-14,Barwessa
15-04-2025,14-05-2025,Mumias,175.02,165.59,149.77,2025-04-15,2025-05-14,Mumias
15-04-2025,14-05-2025,Kehancha,176.86,167.45,151.61,2025-04-15,2025-05-14,Kehancha
15-04-2025,14-05-2025,Malindi,172.37,162.61,146.74,2025-04-15,2025-05-14,Malindi
15-04-2025,14-05-2025,Nkubu,177.75,167.98,152.1,2025-04-15,2025-05-14,Nkubu
15-04-2025,14-05-2025,Loyangalani,183.26,173.49,157.62,2025-04-15,2025-05-14,Loyangalani
15-04-2025,14-05-2025,Burnt Forest,174.62,165.2,149.37,2025-04-15,2025-05-14,Burnt Forest
15-04-2025,14-05-2025,Kainuk,176.9,167.47,151.65,2025-04-15,2025-05-14,Kainuk
15-04-2025,14-05-2025,Sebit,176.01,166.59,150.76,2025-04-15,2025-05-14,Sebit
15-04-2025,14-05-2025,Rangwe,175.6,166.18,150.35,2025-04-15,2025-05-14,Rangwe
15-04-2025,14-05-2025,Kerugoya,175.73,165.96,150.09,2025-04-15,2025-05-14,Kerugoya
15-04-2025,14-05-2025,Mai Mahiu,174.75,164.99,149.12,2025-04-15,2025-05-14,Mai Mahiu
15-04-2025,14-05-2025,Naiberi,174.67,165.25,149.42,2025-04-15,2025-05-14,Naiberi
15-04-2025,14-05-2025,Lokichogio,182.15,172.73,156.9,2025-04-15,2025-05-14,Lokichogio
15-04-2025,14-05-2025,Tot,175.91,166.49,150.66,2025-04-15,2025-05-14,Tot
15-04-2025,14-05-2025,Mbita,175.53,166.11,150.28,2025-04-15,2025-05-14,Mbita
15-04-2025,14-05-2025,Marani,175.37,165.94,150.12,2025-04-15,2025-05-14,Marani
15-04-2025,14-05-2025,Marereni,173.08,163.32,147.45,2025-04-15,2025-05-14,Marereni
15-04-2025,14-05-2025,Wajir,184.58,174.81,158.93,2025-04-15,2025-05-14,Wajir
15-04-2025,14-05-2025,Naivasha,174.21,164.78,148.96,2025-04-15,2025-05-14,Naivasha
15-04-2025,14-05-2025,Sigor,176.55,167.12,151.3,2025-04-15,2025-05-14,Sigor
15-04-2025,14-05-2025,O'lessos,174.74,165.32,149.49,2025-04-15,2025-05-14,O'lessos
15-04-2025,14-05-2025,Kisii,175.61,166.19,150.37,2025-04-15,2025-05-14,Kisii
15-04-2025,14-05-2025,Kimilili,175.7,166.28,150.45,2025-04-15,2025-05-14,Kimilili
15-04-2025,14-05-2025,Hola,175.23,165.48,149.6,2025-04-15,2025-05-14,Hola
15-04-2025,14-05-2025,Garissa,179.1,169.34,153.47,2025-04-15,2025-05-14,Garissa
15-04-2025,14-05-2025,Nakuru,173.85,164.43,148.61,2025-04-15,2025-05-14,Nakuru
15-04-2025,14-05-2025,Timboroa,174.93,165.5,149.68,2025-04-15,2025-05-14,Timboroa
15-04-2025,14-05-2025,Kwanza,175.86,166.44,150.6,2025-04-15,2025-05-14,Kwanza
15-04-2025,14-05-2025,Kisumu,174.67,165.24,149.42,2025-04-15,2025-05-14,Kisumu
15-04-2025,14-05-2025,Asembo,174.75,165.34,149.5,2025-04-15,2025-05-14,Asembo
15-04-2025,14-05-2025,Mombasa,171.39,161.62,145.75,2025-04-15,2025-05-14,Mombasa
15-04-2025,14-05-2025,Chuka,176.38,166.61,150.74,2025-04-15,2025-05-14,Chuka
15-04-2025,14-05-2025,Mutuobare,176.4,166.63,150.75,2025-04-15,2025-05-14,Mutuobare
15-04-2025,14-05-2025,Kapenguria,175.75,166.32,150.5,2025-04-15,2025-05-14,Kapenguria
15-04-2025,14-05-2025,Kibish,183.33,173.91,158.09,2025-04-15,2025-05-14,Kibish
15-04-2025,14-05-2025,Alale,176.83,167.4,151.58,2025-04-15,2025-05-14,Alale
15-04-2025,14-05-2025,Malava,175.06,165.64,149.81,2025-04-15,2025-05-14,Malava
15-04-2025,14-05-2025,Makuyu,174.94,165.17,149.29,2025-04-15,2025-05-14,Makuyu
15-04-2025,14-05-2025,Oldonyiro,177.15,167.39,151.52,2025-04-15,2025-05-14,Oldonyiro
15-04-2025,14-05-2025,Rumuruti,174.71,165.28,149.46,2025-04-15,2025-05-14,Rumuruti
15-04-2025,14-05-2025,Lokori,178.48,169.06,153.24,2025-04-15,2025-05-14,Lokori
15-04-2025,14-05-2025,Songor,175.72,166.3,150.47,2025-04-15,2025-05-14,Songor
15-04-2025,14-05-2025,Migori,176.46,167.04,151.22,2025-04-15,2025-05-14,Migori
15-04-2025,14-05-2025,Ogembo,175.78,166.36,150.53,2025-04-15,2025-05-14,Ogembo
15-04-2025,14-05-2025,Taru,171.9,162.15,146.27,2025-04-15,2025-05-14,Taru
15-04-2025,14-05-2025,Habaswein,181.99,172.23,156.36,2025-04-15,2025-05-14,Habaswein
15-04-2025,14-05-2025,Londiani,174.13,164.71,148.89,2025-04-15,2025-05-14,Londiani
15-04-2025,14-05-2025,Saboti,175.29,165.86,150.04,2025-04-15,2025-05-14,Saboti
15-04-2025,14-05-2025,Kipsaraman,176.82,167.39,151.57,2025-04-15,2025-05-14,Kipsaraman
15-04-2025,14-05-2025,Bondo,174.89,165.48,149.64,2025-04-15,2025-05-14,Bondo
15-04-2025,14-05-2025,Ntimaru,177.2,167.77,151.95,2025-04-15,2025-05-14,Ntimaru
15-04-2025,14-05-2025,Lungalunga,172.54,162.77,146.9,2025-04-15,2025-05-14,Lungalunga
15-04-2025,14-05-2025,Mtito Andei,177.25,167.48,151.6,2025-04-15,2025-05-14,Mtito Andei
15-04-2025,14-05-2025,Turbi,183.05,173.28,157.41,2025-04-15,2025-05-14,Turbi
15-04-2025,14-05-2025,Tambach,174.72,165.29,149.47,2025-04-15,2025-05-14,Tambach
15-04-2025,14-05-2025,Kacheliba,176.18,166.75,150.93,2025-04-15,2025-05-14,Kacheliba
15-04-2025,14-05-2025,Morpus,175.91,166.49,150.66,2025-04-15,2025-05-14,Morpus
15-04-2025,14-05-2025,Sindo,175.61,166.19,150.37,2025-04-15,2025-05-14,Sindo
15-04-2025,14-05-2025,Narok,176.12,166.36,150.48,2025-04-15,2025-05-14,Narok
15-04-2025,14-05-2025,Doldo,177.52,167.76,151.88,2025-04-15,2025-05-14,Doldo
15-04-2025,14-05-2025,Kesses,174.67,165.25,149.42,2025-04-15,2025-05-14,Kesses
15-04-2025,14-05-2025,Ziwa,174.88,165.46,149.63,2025-04-15,2025-05-14,Ziwa
15-04-2025,14-05-2025,Kaptarakwa,174.88,165.46,149.63,2025-04-15,2025-05-14,Kaptarakwa
15-04-2025,14-05-2025,Mbale,174.67,165.24,149.42,2025-04-15,2025-05-14,Mbale
15-04-2025,14-05-2025,Kerina,175.75,166.33,150.51,2025-04-15,2025-05-14,Kerina
15-04-2025,14-05-2025,Nairobi,174.63,164.86,148.99,2025-04-15,2025-05-14,Nairobi
15-04-2025,14-05-2025,Modogashe,182.14,172.38,156.51,2025-04-15,2025-05-14,Modogashe
15-04-2025,14-05-2025,Marigat,174.64,165.21,149.39,2025-04-15,2025-05-14,Marigat
15-04-2025,14-05-2025,Lodwar,179.16,169.74,153.91,2025-04-15,2025-05-14,Lodwar
15-04-2025,14-05-2025,Kobujoi,175.17,165.75,149.93,2025-04-15,2025-05-14,Kobujoi
15-04-2025,14-05-2025,Sotik,175.44,166.01,150.19,2025-04-15,2025-05-14,Sotik
15-04-2025,14-05-2025,Nambale,175.6,166.18,150.35,2025-04-15,2025-05-14,Nambale
15-04-2025,14-05-2025,Mpeketoni,174.93,165.17,149.29,2025-04-15,2025-05-14,Mpeketoni
15-04-2025,14-05-2025,Marsabit,183.06,173.29,157.42,2025-04-15,2025-05-14,Marsabit
15-04-2025,14-05-2025,Gilgil,173.81,164.39,148.56,2025-04-15,2025-05-14,Gilgil
15-04-2025,14-05-2025,Nandi Hills,174.88,165.46,149.63,2025-04-15,2025-05-14,Nandi Hills
15-04-2025,14-05-2025,Kaplamai,175.12,165.7,149.87,2025-04-15,2025-05-14,Kaplamai
15-04-2025,14-05-2025,Sondu,174.78,165.36,149.53,2025-04-15,2025-05-14,Sondu
15-04-2025,14-05-2025,Usenge,175.26,165.85,150.02,2025-04-15,2025-05-14,Usenge
15-04-2025,14-05-2025,Kilifi,172.15,162.39,146.52,2025-04-15,2025-05-14,Kilifi
15-04-2025,14-05-2025,Kitui,176.27,166.51,150.63,2025-04-15,2025-05-14,Kitui
15-04-2025,14-05-2025,North Horr,184.09,174.33,158.45,2025-04-15,2025-05-14,North Horr
15-04-2025,14-05-2025,Bungoma,175.5,166.07,150.24,2025-04-15,2025-05-14,Bungoma
15-04-2025,14-05-2025,Nakalale,182.06,172.64,156.82,2025-04-15,2025-05-14,Nakalale
15-04-2025,14-05-2025,Kunyao,176.47,167.04,151.22,2025-04-15,2025-05-14,Kunyao
15-04-2025,14-05-2025,Lugari,175.47,166.06,150.23,2025-04-15,2025-05-14,Lugari
15-04-2025,14-05-2025,Muranga,175.18,165.42,149.55,2025-04-15,2025-05-14,Muranga
15-04-2025,14-05-2025,Eldas,186.48,176.72,160.84,2025-04-15,2025-05-14,Eldas
15-04-2025,14-05-2025,Eldoret,174.67,165.25,149.42,2025-04-15,2025-05-14,Eldoret
15-04-2025,14-05-2025,Lokitaung,183.08,173.65,157.83,2025-04-15,2025-05-14,Lokitaung
15-04-2025,14-05-2025,Kapcherop,175.33,165.9,150.08,2025-04-15,2025-05-14,Kapcherop
15-04-2025,14-05-2025,Isebania,176.77,167.34,151.52,2025-04-15,2025-05-14,Isebania
15-04-2025,14-05-2025,Nyangusu,176.06,166.64,150.81,2025-04-15,2025-05-14,Nyangusu
15-04-2025,14-05-2025,Mwatate,173.33,163.57,147.69,2025-04-15,2025-05-14,Mwatate
15-04-2025,14-05-2025,Dadaab,180.59,170.82,154.95,2025-04-15,2025-05-14,Dadaab
15-04-2025,14-05-2025,Nyahururu,174.12,164.7,148.86,2025-04-15,2025-05-14,Nyahururu
15-04-2025,14-05-2025,Chepareria,175.97,166.54,150.72,2025-04-15,2025-05-14,Chepareria
15-04-2025,14-05-2025,Loruk,176.68,167.25,151.43,2025-04-15,2025-05-14,Loruk
15-04-2025,14-05-2025,Siaya,175.03,165.6,149.78,2025-04-15,2025-05-14,Siaya
15-04-2025,14-05-2025,Rongo,175.88,166.46,150.63,2025-04-15,2025-05-14,Rongo
15-04-2025,14-05-2025,Voi,172.97,163.21,147.33,2025-04-15,2025-05-14,Voi
15-04-2025,14-05-2025,Meru,177.95,168.19,152.31,2025-04-15,2025-05-14,Meru
15-04-2025,14-05-2025,Laisamis,180.04,170.29,154.41,2025-04-15,2025-05-14,Laisamis
15-04-2025,14-05-2025,Kapsowar,175.22,165.79,149.97,2025-04-15,2025-05-14,Kapsowar
15-04-2025,14-05-2025,Kiwawa,176.83,167.4,151.58,2025-04-15,2025-05-14,Kiwawa
15-04-2025,14-05-2025,Chepkorniswo,175.79,166.37,150.53,2025-04-15,2025-05-14,Chepkorniswo
15-04-2025,14-05-2025,Awasi,174.63,165.21,149.39,2025-04-15,2025-05-14,Awasi
15-04-2025,14-05-2025,Nyeri,176.1,166.33,150.46,2025-04-15,2025-05-14,Nyeri
15-04-2025,14-05-2025,Lamuria,176.57,166.81,150.94,2025-04-15,2025-05-14,Lamuria
15-04-2025,14-05-2025,Kapsabet,174.69,165.27,149.44,2025-04-15,2025-05-14,Kapsabet
15-04-2025,14-05-2025,Soy,174.67,165.25,149.42,2025-04-15,2025-05-14,Soy
15-04-2025,14-05-2025,Kapese,178.05,168.63,152.8,2025-04-15,2025-05-14,Kapese
15-04-2025,14-05-2025,Etago,176.23,166.8,150.98,2025-04-15,2025-05-14,Etago
15-04-2025,14-05-2025,Ikonge,175.06,165.64,149.81,2025-04-15,2025-05-14,Ikonge
15-04-2025,14-05-2025,Thika,174.63,164.87,148.99,2025-04-15,2025-05-14,Thika
15-04-2025,14-05-2025,Mandera,188.64,178.87,162.99,2025-04-15,2025-05-14,Mandera
15-04-2025,14-05-2025,Kabarnet,175.16,165.74,149.91,2025-04-15,2025-05-14,Kabarnet
15-04-2025,14-05-2025,Kakuma,180.87,171.45,155.63,2025-04-15,2025-05-14,Kakuma
15-04-2025,14-05-2025,Serem,175.26,165.84,150.01,2025-04-15,2025-05-14,Serem
15-04-2025,14-05-2025,Keroka,175.63,166.21,150.38,2025-04-15,2025-05-14,Keroka
15-04-2025,14-05-2025,SioPort,175.59,166.16,150.34,2025-04-15,2025-05-14,SioPort
15-04-2025,14-05-2025,Minjila,173.81,164.06,148.18,2025-04-15,2025-05-14,Minjila
15-04-2025,14-05-2025,Liboi,182.07,172.31,156.44,2025-04-15,2025-05-14,Liboi
15-04-2025,14-05-2025,Mogotio,173.8,164.37,148.55,2025-04-15,2025-05-14,Mogotio
15-04-2025,14-05-2025,Kaiboi,174.73,165.31,149.48,2025-04-15,2025-05-14,Kaiboi
15-04-2025,14-05-2025,Eldama Ravine,175.56,166.14,150.31,2025-04-15,2025-05-14,Eldama Ravine
15-04-2025,14-05-2025,Oyugis,175.3,165.87,150.05,2025-04-15,2025-05-14,Oyugis
15-04-2025,14-05-2025,Harambee,174.72,165.29,149.47,2025-04-15,2025-05-14,Harambee
15-04-2025,14-05-2025,Likoni Mainland,171.77,162.01,146.14,2025-04-15,2025-05-14,Likoni Mainland
15-04-2025,14-05-2025,Mwingi,176.69,166.93,151.05,2025-04-15,2025-05-14,Mwingi
15-04-2025,14-05-2025,Maikona,182.61,172.84,156.96,2025-04-15,2025-05-14,Maikona
15-04-2025,14-05-2025,Moiben,174.69,165.27,149.44,2025-04-15,2025-05-14,Moiben
15-04-2025,14-05-2025,Loima,178.22,168.79,152.97,2025-04-15,2025-05-14,Loima
15-04-2025,14-05-2025,Asilong,176.03,166.6,150.78,2025-04-15,2025-05-14,Asilong
15-04-2025,14-05-2025,Rodi Kopany,175.61,166.19,150.37,2025-04-15,2025-05-14,Rodi Kopany
15-04-2025,14-05-2025,Sagana,175.43,165.66,149.78,2025-04-15,2025-05-14,Sagana
15-04-2025,14-05-2025,Bute,183.3,173.54,157.66,2025-04-15,2025-05-14,Bute
15-04-2025,14-05-2025,Kiplombe,174.67,165.25,149.42,2025-04-15,2025-05-14,Kiplombe
15-04-2025,14-05-2025,Kapedo,177.7,168.28,152.46,2025-04-15,2025-05-14,Kapedo
15-04-2025,14-05-2025,Sambalat,176.06,166.65,150.81,2025-04-15,2025-05-14,Sambalat
15-04-2025,14-05-2025,Bomet,175.87,166.44,150.62,2025-04-15,2025-05-14,Bomet
15-04-2025,14-05-2025,Sengera,175.98,166.55,150.73,2025-04-15,2025-05-14,Sengera
15-04-2025,14-05-2025,Wundanji,173.51,163.76,147.88,2025-04-15,2025-05-14,Wundanji
15-04-2025,14-05-2025,Tarbaj,184.4,174.65,158.77,2025-04-15,2025-05-14,Tarbaj
15-04-2025,14-05-2025,Archers Post,177.33,167.9,152.08,2025-04-15,2025-05-14,Archers Post
15-04-2025,14-05-2025,Lomut,177.7,168.28,152.46,2025-04-15,2025-05-14,Lomut
15-04-2025,14-05-2025,Kabartonjo,175.56,166.14,150.31,2025-04-15,2025-05-14,Kabartonjo
15-04-2025,14-05-2025,Kericho,175.22,165.79,149.97,2025-04-15,2025-05-14,Kericho
15-04-2025,14-05-2025,Kaspokwony,175.84,166.42,150.59,2025-04-15,2025-05-14,Kaspokwony
15-04-2025,14-05-2025,Taveta,174.49,164.72,148.85,2025-04-15,2025-05-14,Taveta
15-04-2025,14-05-2025,Isiolo,177.79,168.04,152.16,2025-04-15,2025-05-14,Isiolo
15-04-2025,14-05-2025,Merille,179.73,169.96,154.08,2025-04-15,2025-05-14,Merille
15-04-2025,14-05-2025,Chebara,175.09,165.67,149.84,2025-04-15,2025-05-14,Chebara
15-04-2025,14-05-2025,Ortum,176.39,166.96,151.14,2025-04-15,2025-05-14,Ortum
15-04-2025,14-05-2025,Kaibichbich,175.73,166.31,150.49,2025-04-15,2025-05-14,Kaibichbich
15-04-2025,14-05-2025,Ahero,174.67,165.24,149.42,2025-04-15,2025-05-14,Ahero
15-04-2025,14-05-2025,Namanga,176.28,166.52,150.64,2025-04-15,2025-05-14,Namanga
15-04-2025,14-05-2025,Sipili,177.5,167.74,151.87,2025-04-15,2025-05-14,Sipili
15-04-2025,14-05-2025,Webuye,175.14,165.71,149.88,2025-04-15,2025-05-14,Webuye
15-04-2025,14-05-2025,Moi's Bridge,174.74,165.32,149.49,2025-04-15,2025-05-14,Moi's Bridge
15-04-2025,14-05-2025,Kalemngorok,177.4,167.97,152.15,2025-04-15,2025-05-14,Kalemngorok
15-04-2025,14-05-2025,Magenche,176.34,166.91,151.09,2025-04-15,2025-05-14,Magenche
15-04-2025,14-05-2025,Nyansiongo,175.49,166.07,150.24,2025-04-15,2025-05-14,Nyansiongo
15-04-2025,14-05-2025,Machakos,174.88,165.12,149.24,2025-04-15,2025-05-14,Machakos
15-04-2025,14-05-2025,Matuu,175.59,165.82,149.95,2025-04-15,2025-05-14,Matuu
15-04-2025,14-05-2025,Maralal,176.33,166.9,151.08,2025-04-15,2025-05-14,Maralal
15-04-2025,14-05-2025,Lokichar,178.09,168.67,152.84,2025-04-15,2025-05-14,Lokichar
15-04-2025,14-05-2025,Kabiyet,174.67,165.25,149.42,2025-04-15,2025-05-14,Kabiyet
15-04-2025,14-05-2025,Busia,175.6,166.18,150.35,2025-04-15,2025-05-14,Busia
15-04-2025,14-05-2025,Port Bunyala,175.65,166.22,150.4,2025-04-15,2025-05-14,Port Bunyala
15-04-2025,14-05-2025,Garsen,173.92,164.15,148.28,2025-04-15,2025-05-14,Garsen
15-04-2025,14-05-2025,Moyale,184.75,175.0,159.12,2025-04-15,2025-05-14,Moyale
15-04-2025,14-05-2025,Molo,173.89,164.47,148.64,2025-04-15,2025-05-14,Molo
15-04-2025,14-05-2025,Kiminini,175.26,165.84,150.01,2025-04-15,2025-05-14,Kiminini
15-04-2025,14-05-2025,Tenges,175.72,166.3,150.47,2025-04-15,2025-05-14,Tenges
15-04-2025,14-05-2025,Kakamega,174.72,165.3,149.48,2025-04-15,2025-05-14,Kakamega
15-04-2025,14-05-2025,Muhuru Bay,176.62,167.19,151.37,2025-04-15,2025-05-14,Muhuru Bay
15-03-2025,14-04-2025,Malindi,174.32,164.81,149.14,2025-03-15,2025-04-14,Malindi
15-03-2025,14-04-2025,Nkubu,179.68,170.18,154.5,2025-03-15,2025-04-14,Nkubu
15-03-2025,14-04-2025,Loyangalani,185.21,175.69,160.02,2025-03-15,2025-04-14,Loyangalani
15-03-2025,14-04-2025,Burnt Forest,176.56,167.4,151.77,2025-03-15,2025-04-14,Burnt Forest
15-03-2025,14-04-2025,Kainuk,178.85,169.67,154.05,2025-03-15,2025-04-14,Kainuk
15-03-2025,14-04-2025,Sebit,177.96,168.79,153.16,2025-03-15,2025-04-14,Sebit
15-03-2025,14-04-2025,Rangwe,177.55,168.38,152.75,2025-03-15,2025-04-14,Rangwe
15-03-2025,14-04-2025,Kerugoya,177.68,168.16,152.49,2025-03-15,2025-04-14,Kerugoya
15-03-2025,14-04-2025,Mai Mahiu,176.7,167.19,151.52,2025-03-15,2025-04-14,Mai Mahiu
15-03-2025,14-04-2025,Naiberi,176.62,167.45,151.82,2025-03-15,2025-04-14,Naiberi
15-03-2025,14-04-2025,Lokichogio,184.1,174.93,159.3,2025-03-15,2025-04-14,Lokichogio
15-03-2025,14-04-2025,Tot,177.86,168.69,153.06,2025-03-15,2025-04-14,Tot
15-03-2025,14-04-2025,Mbita,177.48,168.31,152.68,2025-03-15,2025-04-14,Mbita
15-03-2025,14-04-2025,Marani,177.32,168.14,152.52,2025-03-15,2025-04-14,Marani
15-03-2025,14-04-2025,Marereni,175.03,165.52,149.85,2025-03-15,2025-04-14,Marereni
15-03-2025,14-04-2025,Wajir,186.53,177.01,161.33,2025-03-15,2025-04-14,Wajir
15-03-2025,14-04-2025,Naivasha,176.15,166.98,151.36,2025-03-15,2025-04-14,Naivasha
15-03-2025,14-04-2025,Sigor,178.5,169.32,153.7,2025-03-15,2025-04-14,Sigor
15-03-2025,14-04-2025,O'lessos,176.69,167.52,151.89,2025-03-15,2025-04-14,O'lessos
15-03-2025,14-04-2025,Kisii,177.56,168.39,152.77,2025-03-15,2025-04-14,Kisii
15-03-2025,14-04-2025,Kimilili,177.64,168.48,152.85,2025-03-15,2025-04-14,Kimilili
15-03-2025,14-04-2025,Hola,177.19,167.68,152.0,2025-03-15,2025-04-14,Hola
15-03-2025,14-04-2025,Garissa,181.05,171.54,155.87,2025-03-15,2025-04-14,Garissa
15-03-2025,14-04-2025,Nakuru,175.8,166.63,151.01,2025-03-15,2025-04-14,Nakuru
15-03-2025,14-04-2025,Timboroa,176.88,167.7,152.08,2025-03-15,2025-04-14,Timboroa
15-03-2025,14-04-2025,Kwanza,177.8,168.64,153.0,2025-03-15,2025-04-14,Kwanza
15-03-2025,14-04-2025,Kisumu,176.62,167.44,151.82,2025-03-15,2025-04-14,Kisumu
15-03-2025,14-04-2025,Asembo,176.7,167.54,151.9,2025-03-15,2025-04-14,Asembo
15-03-2025,14-04-2025,Mombasa,173.34,163.82,148.15,2025-03-15,2025-04-14,Mombasa
15-03-2025,14-04-2025,Chuka,178.33,168.81,153.14,2025-03-15,2025-04-14,Chuka
15-03-2025,14-04-2025,Mutuobare,178.34,168.83,153.15,2025-03-15,2025-04-14,Mutuobare
15-03-2025,14-04-2025,Kapenguria,177.69,168.52,152.9,2025-03-15,2025-04-14,Kapenguria
15-03-2025,14-04-2025,Kibish,185.28,176.11,160.49,2025-03-15,2025-04-14,Kibish
15-03-2025,14-04-2025,Alale,178.78,169.6,153.98,2025-03-15,2025-04-14,Alale
15-03-2025,14-04-2025,Malava,177.01,167.84,152.21,2025-03-15,2025-04-14,Malava
15-03-2025,14-04-2025,Makuyu,176.89,167.37,151.69,2025-03-15,2025-04-14,Makuyu
15-03-2025,14-04-2025,Oldonyiro,179.1,169.59,153.92,2025-03-15,2025-04-14,Oldonyiro
15-03-2025,14-04-2025,Rumuruti,176.66,167.48,151.86,2025-03-15,2025-04-14,Rumuruti
15-03-2025,14-04-2025,Lokori,180.43,171.26,155.64,2025-03-15,2025-04-14,Lokori
15-03-2025,14-04-2025,Songor,177.67,168.5,152.87,2025-03-15,2025-04-14,Songor
15-03-2025,14-04-2025,Migori,178.41,169.24,153.62,2025-03-15,2025-04-14,Migori
15-03-2025,14-04-2025,Ogembo,177.73,168.56,152.93,2025-03-15,2025-04-14,Ogembo
15-03-2025,14-04-2025,Taru,173.85,164.35,148.67,2025-03-15,2025-04-14,Taru
15-03-2025,14-04-2025,Habaswein,183.94,174.43,158.76,2025-03-15,2025-04-14,Habaswein
15-03-2025,14-04-2025,Londiani,176.08,166.91,151.29,2025-03-15,2025-04-14,Londiani
15-03-2025,14-04-2025,Saboti,177.24,168.06,152.44,2025-03-15,2025-04-14,Saboti
15-03-2025,14-04-2025,Kipsaraman,178.77,169.59,153.97,2025-03-15,2025-04-14,Kipsaraman
15-03-2025,14-04-2025,Bondo,176.84,167.68,152.04,2025-03-15,2025-04-14,Bondo
15-03-2025,14-04-2025,Ntimaru,179.15,169.97,154.35,2025-03-15,2025-04-14,Ntimaru
15-03-2025,14-04-2025,Lungalunga,174.49,164.97,149.3,2025-03-15,2025-04-14,Lungalunga
15-03-2025,14-04-2025,Mtito Andei,179.19,169.68,154.0,2025-03-15,2025-04-14,Mtito Andei
15-03-2025,14-04-2025,Turbi,185.0,175.48,159.81,2025-03-15,2025-04-14,Turbi
15-03-2025,14-04-2025,Tambach,176.67,167.49,151.87,2025-03-15,2025-04-14,Tambach
15-03-2025,14-04-2025,Kacheliba,178.13,168.95,153.33,2025-03-15,2025-04-14,Kacheliba
15-03-2025,14-04-2025,Morpus,177.86,168.69,153.06,2025-03-15,2025-04-14,Morpus
15-03-2025,14-04-2025,Sindo,177.56,168.39,152.77,2025-03-15,2025-04-14,Sindo
15-03-2025,14-04-2025,Narok,178.06,168.56,152.88,2025-03-15,2025-04-14,Narok
15-03-2025,14-04-2025,Doldo,179.46,169.96,154.28,2025-03-15,2025-04-14,Doldo
15-03-2025,14-04-2025,Kesses,176.62,167.45,151.82,2025-03-15,2025-04-14,Kesses
15-03-2025,14-04-2025,Ziwa,176.83,167.66,152.03,2025-03-15,2025-04-14,Ziwa
15-03-2025,14-04-2025,Kaptarakwa,176.83,167.66,152.03,2025-03-15,2025-04-14,Kaptarakwa
15-03-2025,14-04-2025,Mbale,176.62,167.44,151.82,2025-03-15,2025-04-14,Mbale
15-03-2025,14-04-2025,Kerina,177.7,168.53,152.91,2025-03-15,2025-04-14,Kerina
15-03-2025,14-04-2025,Nairobi,176.58,167.06,151.39,2025-03-15,2025-04-14,Nairobi
15-03-2025,14-04-2025,Modogashe,184.09,174.58,158.91,2025-03-15,2025-04-14,Modogashe
15-03-2025,14-04-2025,Marigat,176.59,167.41,151.79,2025-03-15,2025-04-14,Marigat
15-03-2025,14-04-2025,Lodwar,181.11,171.94,156.31,2025-03-15,2025-04-14,Lodwar
15-03-2025,14-04-2025,Kobujoi,177.12,167.95,152.33,2025-03-15,2025-04-14,Kobujoi
15-03-2025,14-04-2025,Sotik,177.38,168.21,152.59,2025-03-15,2025-04-14,Sotik
15-03-2025,14-04-2025,Nambale,177.55,168.38,152.75,2025-03-15,2025-04-14,Nambale
15-03-2025,14-04-2025,Mpeketoni,176.88,167.37,151.69,2025-03-15,2025-04-14,Mpeketoni
15-03-2025,14-04-2025,Marsabit,185.01,175.49,159.82,2025-03-15,2025-04-14,Marsabit
15-03-2025,14-04-2025,Gilgil,175.76,166.59,150.96,2025-03-15,2025-04-14,Gilgil
15-03-2025,14-04-2025,Nandi Hills,176.83,167.66,152.03,2025-03-15,2025-04-14,Nandi Hills
15-03-2025,14-04-2025,Kaplamai,177.07,167.9,152.27,2025-03-15,2025-04-14,Kaplamai
